ID	doi	url	title
D19-3008	10.18653/v1/D19-3008	https://www.aclweb.org/anthology/D19-3008	Controlling Sequence-to-Sequence Models - A Demonstration on Neural-based Acrostic Generator
D19-3009	10.18653/v1/D19-3009	https://www.aclweb.org/anthology/D19-3009	{EASSE}: Easier Automatic Sentence Simplification Evaluation
D19-3010	10.18653/v1/D19-3010	https://www.aclweb.org/anthology/D19-3010	{EGG}: a toolkit for research on Emergence of lan{G}uage in Games
D19-3011	10.18653/v1/D19-3011	https://www.aclweb.org/anthology/D19-3011	Entity resolution for noisy {ASR} transcripts
D19-3012	10.18653/v1/D19-3012	https://www.aclweb.org/anthology/D19-3012	{EUSP}: An Easy-to-Use Semantic Parsing {P}lat{F}orm
D19-3013	10.18653/v1/D19-3013	https://www.aclweb.org/anthology/D19-3013	{FAMULUS}: Interactive Annotation and Feedback Generation for Teaching Diagnostic Reasoning
D19-3014	10.18653/v1/D19-3014	https://www.aclweb.org/anthology/D19-3014	{G}unrock: A Social Bot for Complex and Engaging Long Conversations
D19-3015	10.18653/v1/D19-3015	https://www.aclweb.org/anthology/D19-3015	{HARE}: a Flexible Highlighting Annotator for Ranking and Exploration
D19-3016	10.18653/v1/D19-3016	https://www.aclweb.org/anthology/D19-3016	{H}onkling: In-Browser Personalization for Ubiquitous Keyword Spotting
D19-3017	10.18653/v1/D19-3017	https://www.aclweb.org/anthology/D19-3017	{IF}ly{L}egal: A {C}hinese Legal System for Consultation, Law Searching, and Document Analysis
D19-3018	10.18653/v1/D19-3018	https://www.aclweb.org/anthology/D19-3018	{INMT}: Interactive Neural Machine Translation Prediction
D19-3019	10.18653/v1/D19-3019	https://www.aclweb.org/anthology/D19-3019	Joey {NMT}: A Minimalist {NMT} Toolkit for Novices
D19-3020	10.18653/v1/D19-3020	https://www.aclweb.org/anthology/D19-3020	Journalist-in-the-Loop: Continuous Learning as a Service for Rumour Analysis
D19-3021	10.18653/v1/D19-3021	https://www.aclweb.org/anthology/D19-3021	{LIDA}: Lightweight Interactive Dialogue Annotator
D19-3022	10.18653/v1/D19-3022	https://www.aclweb.org/anthology/D19-3022	{LINSPECTOR} {WEB}: A Multilingual Probing Suite for Word Representations
D19-3023	10.18653/v1/D19-3023	https://www.aclweb.org/anthology/D19-3023	{MA}ssistant: A Personal Knowledge Assistant for {MOOC} Learners
D19-3024	10.18653/v1/D19-3024	https://www.aclweb.org/anthology/D19-3024	{M}ed{CATT}rainer: A Biomedical Free Text Annotation Interface with Active Learning and Research Use Case Specific Customisation
D19-3025	10.18653/v1/D19-3025	https://www.aclweb.org/anthology/D19-3025	Memory Grounded Conversational Reasoning
D19-3026	10.18653/v1/D19-3026	https://www.aclweb.org/anthology/D19-3026	Multilingual, Multi-scale and Multi-layer Visualization of Intermediate Representations
D19-3027	10.18653/v1/D19-3027	https://www.aclweb.org/anthology/D19-3027	{MY}-{AKKHARA}: A {R}omanization-based {B}urmese ({M}yanmar) Input Method
D19-3028	10.18653/v1/D19-3028	https://www.aclweb.org/anthology/D19-3028	{N}euron{B}locks: Building Your {NLP} {DNN} Models Like Playing {L}ego
D19-3029	10.18653/v1/D19-3029	https://www.aclweb.org/anthology/D19-3029	{O}pen{NRE}: An Open and Extensible Toolkit for Neural Relation Extraction
D19-3030	10.18653/v1/D19-3030	https://www.aclweb.org/anthology/D19-3030	{P}ara{QG}: A System for Generating Questions and Answers from Paragraphs
D19-3031	10.18653/v1/D19-3031	https://www.aclweb.org/anthology/D19-3031	{P}oly{R}esponse: A Rank-based Approach to Task-Oriented Dialogue with Application in Restaurant Search and Booking
D19-3032	10.18653/v1/D19-3032	https://www.aclweb.org/anthology/D19-3032	{P}y{O}pen{D}ial: A Python-based Domain-Independent Toolkit for Developing Spoken Dialogue Systems with Probabilistic Rules
D19-3033	10.18653/v1/D19-3033	https://www.aclweb.org/anthology/D19-3033	{R}edcoat: A Collaborative Annotation Tool for Hierarchical Entity Typing
D19-3034	10.18653/v1/D19-3034	https://www.aclweb.org/anthology/D19-3034	{SEAGLE}: A Platform for Comparative Evaluation of Semantic Encoders for Information Retrieval
D19-3035	10.18653/v1/D19-3035	https://www.aclweb.org/anthology/D19-3035	A Stylometry Toolkit for {L}atin Literature
D19-3036	10.18653/v1/D19-3036	https://www.aclweb.org/anthology/D19-3036	A Summarization System for Scientific Documents
D19-3037	10.18653/v1/D19-3037	https://www.aclweb.org/anthology/D19-3037	A System for Diacritizing Four Varieties of {A}rabic
D19-3038	10.18653/v1/D19-3038	https://www.aclweb.org/anthology/D19-3038	{T}anbih: Get To Know What You Are Reading
D19-3039	10.18653/v1/D19-3039	https://www.aclweb.org/anthology/D19-3039	{TEASPN}: Framework and Protocol for Integrated Writing Assistance Environments
D19-3040	10.18653/v1/D19-3040	https://www.aclweb.org/anthology/D19-3040	{T}ell{M}e{W}hy: Learning to Explain Corrective Feedback for Second Language Learners
D19-3041	10.18653/v1/D19-3041	https://www.aclweb.org/anthology/D19-3041	{UER}: An Open-Source Toolkit for Pre-training Models
D19-3042	10.18653/v1/D19-3042	https://www.aclweb.org/anthology/D19-3042	Visualizing Trends of Key Roles in News Articles
D19-3043	10.18653/v1/D19-3043	https://www.aclweb.org/anthology/D19-3043	{V}iz{S}eq: a visual analysis toolkit for text generation tasks
D19-3044	10.18653/v1/D19-3044	https://www.aclweb.org/anthology/D19-3044	What{'}s Wrong with {H}ebrew {NLP}? And How to Make it Right
D19-1001	10.18653/v1/D19-1001	https://www.aclweb.org/anthology/D19-1001	Attending to Future Tokens for Bidirectional Sequence Generation
D19-1002	10.18653/v1/D19-1002	https://www.aclweb.org/anthology/D19-1002	Attention is not not Explanation
D19-1003	10.18653/v1/D19-1003	https://www.aclweb.org/anthology/D19-1003	Practical Obstacles to Deploying Active Learning
D19-1004	10.18653/v1/D19-1004	https://www.aclweb.org/anthology/D19-1004	Transfer Learning Between Related Tasks Using Expected Label Proportions
D19-1005	10.18653/v1/D19-1005	https://www.aclweb.org/anthology/D19-1005	Knowledge Enhanced Contextual Word Representations
D19-1006	10.18653/v1/D19-1006	https://www.aclweb.org/anthology/D19-1006	How Contextual are Contextualized Word Representations? Comparing the Geometry of {BERT}, {ELM}o, and {GPT}-2 Embeddings
D19-1007	10.18653/v1/D19-1007	https://www.aclweb.org/anthology/D19-1007	Room to {G}lo: A Systematic Comparison of Semantic Change Detection Approaches with Word Embeddings
D19-1008	10.18653/v1/D19-1008	https://www.aclweb.org/anthology/D19-1008	Correlations between Word Vector Sets
D19-1009	10.18653/v1/D19-1009	https://www.aclweb.org/anthology/D19-1009	Game Theory Meets Embeddings: a Unified Framework for Word Sense Disambiguation
D19-1010	10.18653/v1/D19-1010	https://www.aclweb.org/anthology/D19-1010	Guided Dialog Policy Learning: Reward Estimation for Multi-Domain Task-Oriented Dialog
D19-1011	10.18653/v1/D19-1011	https://www.aclweb.org/anthology/D19-1011	Multi-hop Selector Network for Multi-turn Response Selection in Retrieval-based Chatbots
D19-1012	10.18653/v1/D19-1012	https://www.aclweb.org/anthology/D19-1012	{M}o{EL}: Mixture of Empathetic Listeners
D19-1013	10.18653/v1/D19-1013	https://www.aclweb.org/anthology/D19-1013	Entity-Consistent End-to-end Task-Oriented Dialogue System with {KB} Retriever
D19-1014	10.18653/v1/D19-1014	https://www.aclweb.org/anthology/D19-1014	Building Task-Oriented Visual Dialog Systems Through Alternative Optimization Between Dialog Policy and Language Generation
D19-1015	10.18653/v1/D19-1015	https://www.aclweb.org/anthology/D19-1015	{D}ialogue{GCN}: A Graph Convolutional Neural Network for Emotion Recognition in Conversation
D19-1016	10.18653/v1/D19-1016	https://www.aclweb.org/anthology/D19-1016	Knowledge-Enriched Transformer for Emotion Detection in Textual Conversations
D19-1017	10.18653/v1/D19-1017	https://www.aclweb.org/anthology/D19-1017	Interpretable Relevant Emotion Ranking with Event-Driven Attention
D19-1018	10.18653/v1/D19-1018	https://www.aclweb.org/anthology/D19-1018	Justifying Recommendations using Distantly-Labeled Reviews and Fine-Grained Aspects
D19-1019	10.18653/v1/D19-1019	https://www.aclweb.org/anthology/D19-1019	Using Customer Service Dialogues for Satisfaction Analysis with Context-Assisted Multiple Instance Learning
D19-1020	10.18653/v1/D19-1020	https://www.aclweb.org/anthology/D19-1020	Leveraging Dependency Forest for Neural Medical Relation Extraction
D19-1021	10.18653/v1/D19-1021	https://www.aclweb.org/anthology/D19-1021	Open Relation Extraction: Relational Knowledge Transfer from Supervised Data to Unsupervised Data
D19-1022	10.18653/v1/D19-1022	https://www.aclweb.org/anthology/D19-1022	Improving Relation Extraction with Knowledge-attention
D19-1023	10.18653/v1/D19-1023	https://www.aclweb.org/anthology/D19-1023	Jointly Learning Entity and Relation Representations for Entity Alignment
D19-1024	10.18653/v1/D19-1024	https://www.aclweb.org/anthology/D19-1024	Tackling Long-Tailed Relations and Uncommon Entities in Knowledge Graph Completion
D19-1025	10.18653/v1/D19-1025	https://www.aclweb.org/anthology/D19-1025	Low-Resource Name Tagging Learned with Weakly Labeled Data
D19-1026	10.18653/v1/D19-1026	https://www.aclweb.org/anthology/D19-1026	Learning Dynamic Context Augmentation for Global Entity Linking
D19-1027	10.18653/v1/D19-1027	https://www.aclweb.org/anthology/D19-1027	Open Event Extraction from Online Text using a Generative Adversarial Network
D19-1028	10.18653/v1/D19-1028	https://www.aclweb.org/anthology/D19-1028	Learning to Bootstrap for Entity Set Expansion
D19-1029	10.18653/v1/D19-1029	https://www.aclweb.org/anthology/D19-1029	Multi-Input Multi-Output Sequence Labeling for Joint Extraction of Fact and Condition Tuples from Scientific Text
D19-1030	10.18653/v1/D19-1030	https://www.aclweb.org/anthology/D19-1030	Cross-lingual Structure Transfer for Relation and Event Extraction
D19-1031	10.18653/v1/D19-1031	https://www.aclweb.org/anthology/D19-1031	Uncover the Ground-Truth Relations in Distant Supervision: A Neural Expectation-Maximization Framework
D19-1032	10.18653/v1/D19-1032	https://www.aclweb.org/anthology/D19-1032	{D}oc2{EDAG}: An End-to-End Document-level Framework for {C}hinese Financial Event Extraction
D19-1033	10.18653/v1/D19-1033	https://www.aclweb.org/anthology/D19-1033	Event Detection with Trigger-Aware Lattice Neural Network
D19-1034	10.18653/v1/D19-1034	https://www.aclweb.org/anthology/D19-1034	A Boundary-aware Neural Model for Nested Named Entity Recognition
D19-1035	10.18653/v1/D19-1035	https://www.aclweb.org/anthology/D19-1035	Learning the Extraction Order of Multiple Relational Facts in a Sentence with Reinforcement Learning
D19-1036	10.18653/v1/D19-1036	https://www.aclweb.org/anthology/D19-1036	{C}a{R}e: Open Knowledge Graph Embeddings
D19-1037	10.18653/v1/D19-1037	https://www.aclweb.org/anthology/D19-1037	Self-Attention Enhanced {CNN}s and Collaborative Curriculum Learning for Distantly Supervised Relation Extraction
D19-1038	10.18653/v1/D19-1038	https://www.aclweb.org/anthology/D19-1038	Neural Cross-Lingual Relation Extraction Based on Bilingual Word Embedding Mapping
D19-1039	10.18653/v1/D19-1039	https://www.aclweb.org/anthology/D19-1039	Leveraging 2-hop Distant Supervision from Table Entity Pairs for Relation Extraction
D19-1040	10.18653/v1/D19-1040	https://www.aclweb.org/anthology/D19-1040	{E}nt{E}val: A Holistic Evaluation Benchmark for Entity Representations
D19-1041	10.18653/v1/D19-1041	https://www.aclweb.org/anthology/D19-1041	Joint Event and Temporal Relation Extraction with Shared Representations and Structured Prediction
D19-1042	10.18653/v1/D19-1042	https://www.aclweb.org/anthology/D19-1042	Hierarchical Text Classification with Reinforced Label Assignment
D19-1043	10.18653/v1/D19-1043	https://www.aclweb.org/anthology/D19-1043	Investigating Capsule Network and Semantic Feature on Hyperplanes for Text Classification
D19-1044	10.18653/v1/D19-1044	https://www.aclweb.org/anthology/D19-1044	Label-Specific Document Representation for Multi-Label Text Classification
D19-1045	10.18653/v1/D19-1045	https://www.aclweb.org/anthology/D19-1045	Hierarchical Attention Prototypical Networks for Few-Shot Text Classification
D19-1046	10.18653/v1/D19-1046	https://www.aclweb.org/anthology/D19-1046	Many Faces of Feature Importance: Comparing Built-in and Post-hoc Feature Importance in Text Classification
D19-1047	10.18653/v1/D19-1047	https://www.aclweb.org/anthology/D19-1047	Enhancing Local Feature Extraction with Global Representation for Neural Text Classification
D19-1048	10.18653/v1/D19-1048	https://www.aclweb.org/anthology/D19-1048	Latent-Variable Generative Models for Data-Efficient Text Classification
D19-1049	10.18653/v1/D19-1049	https://www.aclweb.org/anthology/D19-1049	{P}a{R}e: A Paper-Reviewer Matching Approach Using a Common Topic Space
D19-1050	10.18653/v1/D19-1050	https://www.aclweb.org/anthology/D19-1050	Linking artificial and human neural representations of language
D19-1051	10.18653/v1/D19-1051	https://www.aclweb.org/anthology/D19-1051	Neural Text Summarization: A Critical Evaluation
D19-1052	10.18653/v1/D19-1052	https://www.aclweb.org/anthology/D19-1052	Neural data-to-text generation: A comparison between pipeline and end-to-end architectures
D19-1053	10.18653/v1/D19-1053	https://www.aclweb.org/anthology/D19-1053	{M}over{S}core: Text Generation Evaluating with Contextualized Embeddings and Earth Mover Distance
D19-1054	10.18653/v1/D19-1054	https://www.aclweb.org/anthology/D19-1054	Select and Attend: Towards Controllable Content Selection in Text Generation
D19-1055	10.18653/v1/D19-1055	https://www.aclweb.org/anthology/D19-1055	Sentence-Level Content Planning and Style Specification for Neural Text Generation
D19-1056	10.18653/v1/D19-1056	https://www.aclweb.org/anthology/D19-1056	Translate and Label! An Encoder-Decoder Approach for Cross-lingual Semantic Role Labeling
D19-1057	10.18653/v1/D19-1057	https://www.aclweb.org/anthology/D19-1057	Syntax-Enhanced Self-Attention-Based Semantic Role Labeling
D19-1058	10.18653/v1/D19-1058	https://www.aclweb.org/anthology/D19-1058	{V}erb{A}tlas: a Novel Large-Scale Verbal Semantic Resource and Its Application to Semantic Role Labeling
D19-1059	10.18653/v1/D19-1059	https://www.aclweb.org/anthology/D19-1059	Parameter-free Sentence Embedding via Orthogonal Basis
D19-1060	10.18653/v1/D19-1060	https://www.aclweb.org/anthology/D19-1060	Evaluation Benchmarks and Learning Criteria for Discourse-Aware Sentence Representations
D19-1061	10.18653/v1/D19-1061	https://www.aclweb.org/anthology/D19-1061	Extracting Possessions from Social Media: Images Complement Language
D19-1062	10.18653/v1/D19-1062	https://www.aclweb.org/anthology/D19-1062	Learning to Speak and Act in a Fantasy Text Adventure Game
D19-1063	10.18653/v1/D19-1063	https://www.aclweb.org/anthology/D19-1063	Help, Anna! Visual Navigation with Natural Multimodal Assistance via Retrospective Curiosity-Encouraging Imitation Learning
D19-1064	10.18653/v1/D19-1064	https://www.aclweb.org/anthology/D19-1064	Incorporating Visual Semantics into Sentence Representations within a Grounded Space
D19-1065	10.18653/v1/D19-1065	https://www.aclweb.org/anthology/D19-1065	Neural Naturalist: Generating Fine-Grained Image Comparisons
D19-1066	10.18653/v1/D19-1066	https://www.aclweb.org/anthology/D19-1066	Fine-Grained Evaluation for Entity Linking
D19-1067	10.18653/v1/D19-1067	https://www.aclweb.org/anthology/D19-1067	Supervising Unsupervised Open Information Extraction Models
D19-1068	10.18653/v1/D19-1068	https://www.aclweb.org/anthology/D19-1068	Neural Cross-Lingual Event Detection with Minimal Parallel Resources
D19-1069	10.18653/v1/D19-1069	https://www.aclweb.org/anthology/D19-1069	{K}nowledge{N}et: A Benchmark Dataset for Knowledge Base Population
D19-1070	10.18653/v1/D19-1070	https://www.aclweb.org/anthology/D19-1070	Effective Use of Transformer Networks for Entity Tracking
D19-1071	10.18653/v1/D19-1071	https://www.aclweb.org/anthology/D19-1071	Explicit Cross-lingual Pre-training for Unsupervised Machine Translation
D19-1072	10.18653/v1/D19-1072	https://www.aclweb.org/anthology/D19-1072	Latent Part-of-Speech Sequences for Neural Machine Translation
D19-1073	10.18653/v1/D19-1073	https://www.aclweb.org/anthology/D19-1073	Improving Back-Translation with Uncertainty-based Confidence Estimation
D19-1074	10.18653/v1/D19-1074	https://www.aclweb.org/anthology/D19-1074	Towards Linear Time Neural Machine Translation with Capsule Networks
D19-1075	10.18653/v1/D19-1075	https://www.aclweb.org/anthology/D19-1075	Modeling Multi-mapping Relations for Precise Cross-lingual Entity Alignment
D19-1076	10.18653/v1/D19-1076	https://www.aclweb.org/anthology/D19-1076	Supervised and Nonlinear Alignment of Two Embedding Spaces for Dictionary Induction in Low Resourced Languages
D19-1077	10.18653/v1/D19-1077	https://www.aclweb.org/anthology/D19-1077	Beto, Bentz, Becas: The Surprising Cross-Lingual Effectiveness of {BERT}
D19-1078	10.18653/v1/D19-1078	https://www.aclweb.org/anthology/D19-1078	Iterative Dual Domain Adaptation for Neural Machine Translation
D19-1079	10.18653/v1/D19-1079	https://www.aclweb.org/anthology/D19-1079	Multi-agent Learning for Neural Machine Translation
D19-1080	10.18653/v1/D19-1080	https://www.aclweb.org/anthology/D19-1080	Pivot-based Transfer Learning for Neural Machine Translation between Non-{E}nglish Languages
D19-1081	10.18653/v1/D19-1081	https://www.aclweb.org/anthology/D19-1081	Context-Aware Monolingual Repair for Neural Machine Translation
D19-1082	10.18653/v1/D19-1082	https://www.aclweb.org/anthology/D19-1082	Multi-Granularity Self-Attention for Neural Machine Translation
D19-1083	10.18653/v1/D19-1083	https://www.aclweb.org/anthology/D19-1083	Improving Deep Transformer with Depth-Scaled Initialization and Merged Attention
D19-1084	10.18653/v1/D19-1084	https://www.aclweb.org/anthology/D19-1084	A Discriminative Neural Model for Cross-Lingual Word Alignment
D19-1085	10.18653/v1/D19-1085	https://www.aclweb.org/anthology/D19-1085	One Model to Learn Both: Zero Pronoun Prediction and Translation
D19-1086	10.18653/v1/D19-1086	https://www.aclweb.org/anthology/D19-1086	Dynamic Past and Future for Neural Machine Translation
D19-1087	10.18653/v1/D19-1087	https://www.aclweb.org/anthology/D19-1087	Revisit Automatic Error Detection for Wrong and Missing Translation {--} A Supervised Approach
D19-1088	10.18653/v1/D19-1088	https://www.aclweb.org/anthology/D19-1088	Towards Understanding Neural Machine Translation with Word Importance
D19-1089	10.18653/v1/D19-1089	https://www.aclweb.org/anthology/D19-1089	Multilingual Neural Machine Translation with Language Clustering
D19-1090	10.18653/v1/D19-1090	https://www.aclweb.org/anthology/D19-1090	Don{'}t Forget the Long Tail! A Comprehensive Analysis of Morphological Generalization in Bilingual Lexicon Induction
D19-1091	10.18653/v1/D19-1091	https://www.aclweb.org/anthology/D19-1091	Pushing the Limits of Low-Resource Morphological Inflection
D19-1092	10.18653/v1/D19-1092	https://www.aclweb.org/anthology/D19-1092	Cross-Lingual Dependency Parsing Using Code-Mixed {T}ree{B}ank
D19-1093	10.18653/v1/D19-1093	https://www.aclweb.org/anthology/D19-1093	Hierarchical Pointer Net Parsing
D19-1094	10.18653/v1/D19-1094	https://www.aclweb.org/anthology/D19-1094	Semi-Supervised Semantic Role Labeling with Cross-View Training
D19-1095	10.18653/v1/D19-1095	https://www.aclweb.org/anthology/D19-1095	Low-Resource Sequence Labeling via Unsupervised Multilingual Contextualized Representations
D19-1096	10.18653/v1/D19-1096	https://www.aclweb.org/anthology/D19-1096	A Lexicon-Based Graph Neural Network for {C}hinese {NER}
D19-1097	10.18653/v1/D19-1097	https://www.aclweb.org/anthology/D19-1097	{CM}-Net: A Novel Collaborative Memory Network for Spoken Language Understanding
D19-1098	10.18653/v1/D19-1098	https://www.aclweb.org/anthology/D19-1098	Tree Transformer: Integrating Tree Structures into Self-Attention
D19-1099	10.18653/v1/D19-1099	https://www.aclweb.org/anthology/D19-1099	Semantic Role Labeling with Iterative Structure Refinement
D19-1100	10.18653/v1/D19-1100	https://www.aclweb.org/anthology/D19-1100	Entity Projection via Machine Translation for Cross-Lingual {NER}
D19-1101	10.18653/v1/D19-1101	https://www.aclweb.org/anthology/D19-1101	A {B}ayesian Approach for Sequence Tagging with Crowds
D19-1102	10.18653/v1/D19-1102	https://www.aclweb.org/anthology/D19-1102	A systematic comparison of methods for low-resource dependency parsing on genuinely low-resource languages
D19-1103	10.18653/v1/D19-1103	https://www.aclweb.org/anthology/D19-1103	Target Language-Aware Constrained Inference for Cross-lingual Dependency Parsing
D19-1104	10.18653/v1/D19-1104	https://www.aclweb.org/anthology/D19-1104	Look-up and Adapt: A One-shot Semantic Parser
D19-1105	10.18653/v1/D19-1105	https://www.aclweb.org/anthology/D19-1105	Similarity Based Auxiliary Classifier for Named Entity Recognition
D19-1106	10.18653/v1/D19-1106	https://www.aclweb.org/anthology/D19-1106	Variable beam search for generative neural parsing and its relevance for the analysis of neuro-imaging signal
D19-1107	10.18653/v1/D19-1107	https://www.aclweb.org/anthology/D19-1107	Are We Modeling the Task or the Annotator? An Investigation of Annotator Bias in Natural Language Understanding Datasets
D19-1108	10.18653/v1/D19-1108	https://www.aclweb.org/anthology/D19-1108	Robust Text Classifier on Test-Time Budgets
D19-1109	10.18653/v1/D19-1109	https://www.aclweb.org/anthology/D19-1109	Commonsense Knowledge Mining from Pretrained Models
D19-1110	10.18653/v1/D19-1110	https://www.aclweb.org/anthology/D19-1110	{RNN} Architecture Learning with Sparse Regularization
D19-1111	10.18653/v1/D19-1111	https://www.aclweb.org/anthology/D19-1111	Analytical Methods for Interpretable Ultradense Word Embeddings
D19-1112	10.18653/v1/D19-1112	https://www.aclweb.org/anthology/D19-1112	Investigating Meta-Learning Algorithms for Low-Resource Natural Language Understanding Tasks
D19-1113	10.18653/v1/D19-1113	https://www.aclweb.org/anthology/D19-1113	Retrofitting Contextualized Word Embeddings with Paraphrases
D19-1114	10.18653/v1/D19-1114	https://www.aclweb.org/anthology/D19-1114	Incorporating Contextual and Syntactic Structures Improves Semantic Similarity Modeling
D19-1115	10.18653/v1/D19-1115	https://www.aclweb.org/anthology/D19-1115	Neural Linguistic Steganography
D19-1116	10.18653/v1/D19-1116	https://www.aclweb.org/anthology/D19-1116	The Feasibility of Embedding Based Automatic Evaluation for Single Document Summarization
D19-1117	10.18653/v1/D19-1117	https://www.aclweb.org/anthology/D19-1117	Attention Optimization for Abstractive Document Summarization
D19-1118	10.18653/v1/D19-1118	https://www.aclweb.org/anthology/D19-1118	Rewarding Coreference Resolvers for Being Consistent with World Knowledge
D19-1119	10.18653/v1/D19-1119	https://www.aclweb.org/anthology/D19-1119	An Empirical Study of Incorporating Pseudo Data into Grammatical Error Correction
D19-1120	10.18653/v1/D19-1120	https://www.aclweb.org/anthology/D19-1120	A Multilingual Topic Model for Learning Weighted Topic Links Across Corpora with Low Comparability
D19-1121	10.18653/v1/D19-1121	https://www.aclweb.org/anthology/D19-1121	Measure Country-Level Socio-Economic Indicators with Streaming News: An Empirical Study
D19-1122	10.18653/v1/D19-1122	https://www.aclweb.org/anthology/D19-1122	Towards Extracting Medical Family History from Natural Language Interactions: A New Dataset and Baselines
D19-1123	10.18653/v1/D19-1123	https://www.aclweb.org/anthology/D19-1123	Multi-task Learning for Natural Language Generation in Task-Oriented Dialogue
D19-1124	10.18653/v1/D19-1124	https://www.aclweb.org/anthology/D19-1124	{D}irichlet Latent Variable Hierarchical Recurrent Encoder-Decoder in Dialogue Generation
D19-1125	10.18653/v1/D19-1125	https://www.aclweb.org/anthology/D19-1125	Semi-Supervised Bootstrapping of Dialogue State Trackers for Task-Oriented Modelling
D19-1126	10.18653/v1/D19-1126	https://www.aclweb.org/anthology/D19-1126	A Progressive Model to Enable Continual Learning for Semantic Slot Filling
D19-1127	10.18653/v1/D19-1127	https://www.aclweb.org/anthology/D19-1127	{CASA}-{NLU}: Context-Aware Self-Attentive Natural Language Understanding for Task-Oriented Chatbots
D19-1128	10.18653/v1/D19-1128	https://www.aclweb.org/anthology/D19-1128	Sampling Matters! An Empirical Study of Negative Sampling Strategies for Learning of Matching Models in Retrieval-based Dialogue Systems
D19-1129	10.18653/v1/D19-1129	https://www.aclweb.org/anthology/D19-1129	Zero-shot Cross-lingual Dialogue Systems with Transferable Latent Variables
D19-1130	10.18653/v1/D19-1130	https://www.aclweb.org/anthology/D19-1130	Modeling Multi-Action Policy for Task-Oriented Dialogues
D19-1131	10.18653/v1/D19-1131	https://www.aclweb.org/anthology/D19-1131	An Evaluation Dataset for Intent Classification and Out-of-Scope Prediction
D19-1132	10.18653/v1/D19-1132	https://www.aclweb.org/anthology/D19-1132	Automatically Learning Data Augmentation Policies for Dialogue Tasks
D19-1133	10.18653/v1/D19-1133	https://www.aclweb.org/anthology/D19-1133	uniblock: Scoring and Filtering Corpus with {U}nicode Block Information
D19-1134	10.18653/v1/D19-1134	https://www.aclweb.org/anthology/D19-1134	Multilingual word translation using auxiliary languages
D19-1135	10.18653/v1/D19-1135	https://www.aclweb.org/anthology/D19-1135	Towards Better Modeling Hierarchical Structure for Self-Attention with Ordered Neurons
D19-1136	10.18653/v1/D19-1136	https://www.aclweb.org/anthology/D19-1136	{V}ecalign: Improved Sentence Alignment in Linear Time and Space
D19-1137	10.18653/v1/D19-1137	https://www.aclweb.org/anthology/D19-1137	Simpler and Faster Learning of Adaptive Policies for Simultaneous Translation
D19-1138	10.18653/v1/D19-1138	https://www.aclweb.org/anthology/D19-1138	Adversarial Learning with Contextual Embeddings for Zero-resource Cross-lingual Classification and {NER}
D19-1139	10.18653/v1/D19-1139	https://www.aclweb.org/anthology/D19-1139	Recurrent Positional Embedding for Neural Machine Translation
D19-1140	10.18653/v1/D19-1140	https://www.aclweb.org/anthology/D19-1140	Machine Translation for Machines: the Sentiment Classification Use Case
D19-1141	10.18653/v1/D19-1141	https://www.aclweb.org/anthology/D19-1141	Investigating the Effectiveness of {BPE}: The Power of Shorter Sequences
D19-1142	10.18653/v1/D19-1142	https://www.aclweb.org/anthology/D19-1142	{HABL}ex: Human Annotated Bilingual Lexicons for Experiments in Machine Translation
D19-1143	10.18653/v1/D19-1143	https://www.aclweb.org/anthology/D19-1143	Handling Syntactic Divergence in Low-resource Machine Translation
D19-1144	10.18653/v1/D19-1144	https://www.aclweb.org/anthology/D19-1144	Speculative Beam Search for Simultaneous Translation
D19-1145	10.18653/v1/D19-1145	https://www.aclweb.org/anthology/D19-1145	Self-Attention with Structural Position Representations
D19-1146	10.18653/v1/D19-1146	https://www.aclweb.org/anthology/D19-1146	Exploiting Multilingualism through Multistage Fine-Tuning for Low-Resource Neural Machine Translation
D19-1147	10.18653/v1/D19-1147	https://www.aclweb.org/anthology/D19-1147	Unsupervised Domain Adaptation for Neural Machine Translation with Domain-Aware Feature Embeddings
D19-1148	10.18653/v1/D19-1148	https://www.aclweb.org/anthology/D19-1148	A Regularization-based Framework for Bilingual Grammar Induction
D19-1149	10.18653/v1/D19-1149	https://www.aclweb.org/anthology/D19-1149	Encoders Help You Disambiguate Word Senses in Neural Machine Translation
D19-1150	10.18653/v1/D19-1150	https://www.aclweb.org/anthology/D19-1150	{K}orean Morphological Analysis with Tied Sequence-to-Sequence Multi-Task Model
D19-1151	10.18653/v1/D19-1151	https://www.aclweb.org/anthology/D19-1151	Efficient Convolutional Neural Networks for Diacritic Restoration
D19-1152	10.18653/v1/D19-1152	https://www.aclweb.org/anthology/D19-1152	Improving Generative Visual Dialog by Answering Diverse Questions
D19-1153	10.18653/v1/D19-1153	https://www.aclweb.org/anthology/D19-1153	Cross-lingual Transfer Learning with Data Selection for Large-Scale Spoken Language Understanding
D19-1154	10.18653/v1/D19-1154	https://www.aclweb.org/anthology/D19-1154	Multi-Head Attention with Diversity for Learning Grounded Multilingual Multimodal Representations
D19-1155	10.18653/v1/D19-1155	https://www.aclweb.org/anthology/D19-1155	Decoupled Box Proposal and Featurization with Ultrafine-Grained Semantic Labels Improve Image Captioning and Visual Question Answering
D19-1156	10.18653/v1/D19-1156	https://www.aclweb.org/anthology/D19-1156	{REO}-Relevance, Extraness, Omission: A Fine-grained Evaluation for Image Captioning
