Gaam	tbi	gaam1241
Ga'anda	gqa	gaan1243
Gabogbo	gie	gabo1234
Gabri	gab	gabr1253
Gabutamon	gav	gabu1248
Gadang	gdk	gada1262
Ga'dang	gdg	gada1258
Gaddang	gad	gadd1244
Gaddi	gbk	gadd1242
Gade	ged	gade1242
Gade Lohar	gda	gade1236
Gadsup	gaj	gads1258
Gafat	gft	gafa1240
Gagauz	gag	gaga1249
Gagnoa Bété	btg	gagn1235
Gaikundi	gbf	gaik1242
Gail	gic	gail1235
Gaina	gcn	gain1243
Gajirrabeng	gdh	gadj1243
Gal	gap	gall1278
Galambu	glo	gala1264
Galatian	xga	gala1252
Galela	gbi	gale1259
Galeya	gar	gale1257
Galibi Carib	car	gali1262
Galice	gce	gali1261
Galician	glg	gali1258
Gallurese Sardinian	sdn	gall1276
Galo	adl	galo1242
Galoli-Talur	gal	galo1243
Galu	siu	sina1269
Gamale Kham	kgj	gama1251
Gambera	gma	gamb1251
Gambian Wolof	wof	gamb1252
Gamit	gbl	gami1242
Gamkonora	gak	gamk1238
Gamo	gmv	gamo1243
Gamo-Gofa-Dawro	gmo	gamo1244
Gamo-Ningi	bte	gamo1241
Gana	gnq	gana1277
//Gana	gnk	gana1274
Ganai	unn	gana1278
Ganang	gne	gana1270
Gan Chinese	gan	ganc1239
Ganda	lug	gand1255
Gane	gzn	gane1237
Ganggalida	gcd	gang1267
Ganglau	ggl	gang1270
Gangte	gnb	gang1266
Gangulu	gnl	gang1268
Gants	gao	gant1244
Ganza	gza	ganz1246
Ganzi	gnz	ganz1247
Gapapaiwa	pwg	gapa1238
Gardabani Bohtan Neo-Aramaic	bhn	boht1238
Garhwali	gbm	garh1243
Garifuna	cab	gari1256
Garig-Ilgar	ilg	gari1253
Garo	grt	garo1247
Garre	gex	garr1259
Garreh-Ajuran	ggh	garr1261
Garrwa	wrk	gara1269
Garus	gyb	garu1246
Gascon (Retired)	gsc	gasc1241
Gata'	gaq	gata1239
Gavar	gou	gava1241
Gavião Do Jiparaná	gvo	gavi1246
Gawar-Bati	gwt	gawa1247
Gawri	gwc	kala1373
Gayil	gyl	gayi1237
Gayo	gay	gayo1244
Gazic	gzi	gazi1243
Gbagyi	gbr	gbag1258
Gban	ggu	gagu1242
Gbanu	gbv	gban1260
Gbanziri-Boraka	gbg	gban1258
Gbari	gby	gbar1246
Gbati-ri	gti	gbat1238
Gbaya-Bossangoa	gbp	gbay1287
Gbaya-Bozoum	gbq	gbay1286
Gbaya-Mbodomo	gmm	gbay1281
Gbayi	gyg	gbay1278
Gbesi Gbe	gbs	gbes1238
Gbii	ggb	gbii1242
Gbin	xgb	gbin1239
Gbiri-Niragu	grh	gbir1241
Gboloo Grebo	gec	gbol1235
Ge	hmj	geee1239
Geba Karen	kvq	geba1237
Gebe	gei	gebe1237
Gedaged	gdd	geda1237
Gedeo	drs	gede1246
Geez	gez	geez1241
Geji	gji	geji1246
Geko Karen	ghk	geko1235
Gela	nlg	gela1263
Gelao	gio	gela1261
Gelao Mulao	giu	gela1264
Geman Deng	gen	gema1236
Geme	geq	geme1244
Gen	gej	genn1243
Gende	gaf	gend1249
Gengle	geg	geng1243
Gengle-Kugama	kow	kuga1239
Georgian	kat	nucl1302
Gepo	ygp	gepo1234
Gera	gew	gera1246
German	deu	stan1295
German Northern Low Saxon	frs	nort2628
German Sign Language	gsg	germ1281
Geruma	gea	geru1240
Geser-Gorom	ges	gese1240
Gey	guv	geya1234
Ghadames	gha	ghad1239
Gha-mu	sfm	smal1236
Ghanaian Pidgin English	gpe	ghan1244
Ghanaian Sign Language	gse	ghan1235
Ghandruk Sign Language	gds	ghan1245
Ghanongga	ghn	ghan1242
Ghari	gri	ghar1239
Ghayavi	bmk	ghay1237
Gheg Albanian	aln	gheg1238
Ghera	ghr	gher1238
Ghomálá'	bbj	ghom1247
Ghomara	gho	ghom1257
Ghotuo	aaa	ghot1243
Giangan	bgi	gian1241
Gibanawa	gib	giba1240
Gidar	gid	gida1247
Giiwo	kks	giiw1236
Gikyode	acd	giky1238
Gilaki	glk	gila1241
Gilbertese	gil	gilb1244
Gilima	gix	gili1241
Gilit Mesopotamian Arabic	acm	meso1252
Gimi (Eastern Highlands)	gim	gimi1243
Gimi (West New Britain)	gip	gimi1242
Gimme	kmp	gimm1241
Gimnime	gmn	gimn1238
Ginuman	gnm	ginu1240
Ginyanga	ayg	giny1241
Girawa	bbr	gira1247
Giryama	nyf	giry1241
Gitonga	toh	gito1238
Gitua	ggt	gitu1237
Gitxsan	git	gitx1241
Giyug	giy	giyu1238
Gizrra	tof	gizr1240
Glaro-Twabo	glr	glar1241
Glavda	glw	glav1244
Glio-Oubi	oub	glio1241
Gnau	gnu	gnau1240
Goan Konkani	gom	goan1235
Goaria	gig	goar1239
Gobasi	goi	goba1246
Gobu	gox	gobu1238
Godié	god	godi1239
Godoberi	gdo	ghod1238
Godwari	gdx	godw1241
Goemai	ank	goem1240
Gofa	gof	gofa1235
Gogo	gog	gogo1263
Gogodala	ggw	gogo1265
Gokana	gkn	goka1239
Gola	gol	gola1255
Golin	gvf	goli1247
Gone Dau	goo	gone1237
Gongduk	goe	gong1251
Gonja	gjn	gonj1241
Gooniyandi	gni	goon1238
Gor	gqr	gorr1238
Gorakor	goc	gora1262
Gorap	goq	gora1261
Gorontalo	gor	goro1259
Gorovu	grq	goro1261
Gorowa	gow	goro1270
Gorum-Parenga	pcj	pare1266
Gothic	got	goth1244
Goundo	goy	goun1238
Gourmanchéma	gux	gour1243
Gowlan	goj	gowl1242
Gowli	gok	gowl1241
Gowro	gwf	gowr1239
Grangali	nli	gran1245
Grass Koiari	kbk	gras1249
Greek Sign Language	gss	gree1271
Grenadian Creole English	gcl	gren1247
Gresi	grs	gres1240
Groma	gro	grom1238
Gronings	gos	gron1242
Gros Ventre	ats	gros1243
Gua	gwx	guaa1238
Guadeloupe-Martinique Creole French	gcf	guad1242
Guahibo	guh	guah1255
Guajá	gvj	guaj1256
Guambiano	gum	guam1248
Guana (Paraguay)	gva	guan1268
Guanche	gnc	guan1277
Guarayu	gyr	guar1292
Guatemalan Sign Language	gsm	guat1249
Guató	gta	guat1253
Guayabero	guo	guay1257
Gudang	xgd	guda1244
Gude	gde	gude1246
Gudu	gdu	gudu1250
Guduf-Gava	gdf	gudu1252
Guerrero Amuzgo	amu	guer1243
Guevea De Humboldt Zapotec	zpg	guev1238
Gugadj	ggd	guga1239
Gugu Badhun	gdc	gugu1253
Gugubera	kkp	gugu1254
Gugu Mini	ggm	gugu1257
Guhu-Samane	ghs	guhu1244
Guianese Creole French	gcr	guia1246
Guibei Zhuang	zgb	guib1245
Guiberoua Béte	bet	guib1246
Guibian Zhuang	zgn	guib1244
Güilá Zapotec	ztu	guil1236
Guinea Kpelle	gkp	guin1254
Guinean Sign Language	gus	guin1250
Guiqiong	gqi	guiq1238
Gujarati	guj	guja1252
Gujari	gju	guja1253
Gula'alaa	gmb	gula1270
Gula (Central African Republic)	kcm	gula1266
Gula (Chad)	glu	gula1269
Gula Iro	glj	gula1265
Gulay	gvl	gula1268
Gule	gly	gule1241
Gulf Arabic	afb	gulf1241
Guliguli	gli	guli1244
Gumalu	gmu	guma1255
Gumatj	gnn	guma1253
Gumawana	gvs	guma1254
Gun	guw	gunn1250
Gundi	gdi	gund1247
Gungabula	gyf	gung1248
Gungu	rub	gung1250
Gunya	gyy	guny1241
Gupa-Abawa	gpa	gupa1248
Gupapuyngu	guf	gupa1247
Guragone	gge	gura1252
Guramalum	grz	gura1254
Gurani	hac	gura1251
Gurdjar	gdj	gurd1238
Gureng Gureng	gnr	gure1255
Gurgula	ggg	gurg1240
Guriaso	grx	guri1248
Gurindji	gue	guri1247
Gurindji Kriol	gjr	guri1249
Gurmana	gvm	gurm1246
Guro	goa	guro1248
Gurung	gvr	guru1261
Guruntum-Mbaaru	grd	guru1271
Gusan	gsn	gusa1246
Gusii	guz	gusi1247
Gusilay	gsl	gusi1246
Guugu Yimidhirr	kky	gugu1255
Guwa	xgw	guwa1242
Guwamu	gwu	guwa1243
Guya	gka	guya1251
Guyanese Creole English	gyn	creo1235
Guyani	gvy	guya1249
Gvoko	ngs	gvok1239
Gwa	gwb	gwaa1239
Gwahatike	dah	gwah1244
Gwama	kmq	kwam1249
Gwamhi-Wuri	bga	gwam1244
Gwandara	gwn	gwan1268
Gweda	grw	gwed1239
Gweno	gwe	gwen1239
Gwere	gwr	gwer1238
/Gwi	gwj	gwii1239
Gwich'in	gwi	gwic1235
Gyalsumdo-Nubri	kte	nubr1241
Gyele	gyi	gyel1242
Gyem	gye	gyem1238
Habu	hbu	habu1241
Hadiyya	hdy	hadi1240
Hadothi	hoj	hado1235
Hadrami	xhd	hadr1235
Hadrami Arabic	ayh	hadr1236
Hadza	hts	hadz1240
Haeke	aek	haek1239
Hagei Gelao	giq	gree1278
Hahon	hah	haho1237
Haigwai	hgw	haig1237
Hainyaxo Bozo	bzx	hain1253
Hai//om-Akhoe	hgm	haio1238
Haiphong Sign Language	haf	haip1238
Haisla	has	hais1244
Haitian	hat	hait1244
Haitian Vodoun Culture Language	hvc	hait1241
Haji	hji	haji1235
Hajong	haj	hajo1238
Haka Chin	cnh	haka1240
Hakka Chinese	hak	hakk1236
Hakö	hao	hako1237
Halam	rnl	rang1267
Halang	hal	hala1252
Halang Doan	hld	hala1253
Halbi	hlb	halb1244
Halh Mongolian	khk	halh1238
Halia	hla	hali1244
Halkomelem	hur	halk1245
Hamap	hmu	hama1240
Hamba de Lomela	hba	hamb1245
Hamer-Banna	amf	hame1242
Hamtai	hmt	hamt1247
Hanga	hag	hang1258
Hanga Hundi	wos	hang1263
Hangaza	han	hang1260
Hani	hni	hani1248
Hanis	csz	coos1249
Hano	lml	hano1246
Hanoi Sign Language	hab	hano1243
Hanunoo	hnn	hanu1241
Harappan	xiv	hara1272
Harari	har	hara1271
Haroi	hro	haro1237
Harsusi	hss	hars1241
Haruai	tmd	haru1245
Haruku	hrk	haru1244
Haryanvi	bgc	hary1238
Harzani-Kilit	hrz	harz1239
Hasha	ybj	hash1238
Hassaniyya	mey	hass1238
Hatam	had	hata1243
Hatang Kayi	agv	remo1247
Hattic	xht	hatt1246
Hausa	hau	haus1257
Hausa Sign Language	hsl	haus1246
Hausa States Fulfulde	fuv	nige1253
Havasupai-Walapai-Yavapai	yuf	hava1248
Haveke	hvk	have1241
Havu	hav	havu1238
Hawaiian	haw	hawa1245
Hawai'i Creole English	hwc	hawa1247
Hawai'i Pidgin Sign Language	hps	hawa1235
Hawkesbury	xda	hawk1239
Hawu	hvn	sabu1255
Haya	hay	haya1250
Hazaragi	haz	haza1239
Hdi	xed	hdii1240
Hehe	heh	hehe1240
Heiltsuk-Oowekyala	hei	heil1246
Helong	heg	helo1243
Hema	nix	hema1238
Hemba-Yazi	hem	hemb1242
Herde	hed	herd1236
Herero	her	here1253
Hermit	llf	herm1237
Hertevin	hrt	hert1241
Hewa	ham	hewa1241
Heyo	auk	heyo1240
Hibito	hib	hibi1243
Hidatsa	hid	hida1246
Hieroglyphic Luwian	hlu	hier1240
Higaonon	mba	higa1237
Highland Konjo	kjk	high1275
Highland Oaxaca Chontal	chd	high1242
Highland Popoluca	poi	high1276
Highland Puebla Nahuatl	azz	high1278
Highland Totonac	tos	high1243
Hijazi Arabic	acw	hija1235
Hijuk	hij	hiju1238
Hiligaynon	hil	hili1240
Hills Karbi	mjw	karb1241
Himarimã	hir	hima1247
Hindi	hin	hind1269
Hinduri	hii	hind1267
Hinuq	gin	hinu1240
Hiri Motu	hmo	hiri1237
Hittite	hit	hitt1242
Hitu	htu	hitu1239
Hiw	hiw	hiww1237
Hixkaryána	hix	hixk1239
Hlai	lic	hlai1239
Hlepho Phowa	yhl	hlep1236
Hlersu	hle	hler1235
Hmar	hmr	hmar1241
Hmong Daw	mww	hmon1333
Hmong Dô	hmv	hmon1332
Hmong Don	hmf	hmon1263
Hmong Njua	hnj	hmon1264
Hmong Njua (Retired)	blu	hmon1338
Hmwaveke	mrk	hmwa1243
Ho	hoc	hooo1248
Hoava	hoa	hoav1238
Hobongan	hov	hovo1239
Hobyót	hoh	hoby1242
Ho Chi Minh City Sign Language	hos	hoch1237
Ho-Chunk	win	hoch1243
Hoia Hoia-Ukusi-Koperami	hhi	hoia1235
Hokkaido Ainu	ain	ainu1240
Holikachuk	hoi	holi1241
Holiya	hoy	holi1239
Holma	hod	holm1250
Holoholo	hoo	holo1240
Holu	hol	holu1245
Homa	hom	homa1239
Honduras Sign Language	hds	hond1239
Hõne	juh	hone1235
Hong Kong-Macau Sign Language	hks	hong1241
Honi	how	honi1244
Hopi	hop	hopi1249
Horned Miao	hrm	horn1235
Horo	hor	horo1247
Horom	hoe	horo1245
Horuru	hrr	horu1241
Hote	hot	hote1245
Hoti	yau	yuwa1244
Hoti of East Seram	hti	hoti1237
Hoyahoya-Matakaia	hhy	hoya1235
Hozo	hoz	hozo1236
Hpon	hpo	hpon1238
Hrangkhol	hra	hran1239
Hre	hre	hree1244
Hruso	hru	hrus1242
Huachipaeri	hug	huac1244
Huallaga Huánuco Quechua	qub	hual1241
Huamalíes-Dos de Mayo Huánuco Quechua	qvh	huam1248
Huambisa	hub	huam1247
Huangascar-Topara-Yauyos Quechua	qux	yauy1235
Huarijio	var	huar1255
Huastec	hus	huas1242
Huastec, San Luís Potosí	hva	huas1255
Huastec, Southeastern	hsf	huas1256
Huaulu	hud	huau1237
Huautla Mazatec	mau	huau1238
Huaxcaleca Nahuatl	nhq	huax1236
Huaylas Ancash Quechua	qwh	huay1240
Huaylla Wanca Quechua	qvw	huay1241
Huba	hbb	huba1236
Huehuetla Tepehua	tee	hueh1236
Hui Chinese	czh	huiz1242
Huichol	hch	huic1243
Huilliche	huh	huil1244
Huitepec Mixtec	mxs	huit1252
Hukumina	huw	huku1237
Hula	hul	hula1239
Hulaulá	huy	hula1244
Huli	hui	huli1244
Hulung	huk	hulu1246
Humburi Senni Songhay	hmb	humb1243
Humene	huf	hume1246
Humla	hut	huml1238
Hunde	hke	hund1239
Hung	hnu	hung1275
Hungana-Saamba	hum	hung1278
Hungarian	hun	hung1274
Hungarian Sign Language	hsh	hung1263
Hungworo	nat	hung1276
Hunjara-Kaina Ke	hkk	hunj1241
Hun-Saare	dud	huns1239
Hunsrik	hrx	riog1239
Hunzib	huz	hunz1247
Hup	jup	hupd1244
Hupa-Chilula	hup	hupa1239
Hupla	hap	hupl1238
Huron-Wyandot	wya	wyan1247
Hurrian	xhu	hurr1240
Hutterite German	geh	hutt1235
Hwana	hwo	hwan1240
Hya	hya	hyaa1239
Hyam	jab	hyam1245
Iaai	iai	iaai1238
Iamalele	yml	iama1237
Iapama	iap	iapa1241
Iatmul	ian	iatm1242
Iau	tmu	iauu1242
Ibali Teke	tek	ibal1241
Ibaloi	ibl	ibal1244
Iban	iba	iban1264
Ibanag	ibg	iban1267
Ibani	iby	iban1261
Ibatan	ivb	ibat1238
Iberian	xib	iber1250
Ibibio	ibb	ibib1240
Ibilo	ibi	ibil1238
Ibino	ibn	ibin1241
Ibu	ibu	ibuu1240
Ibuoro	ibr	ibuo1242
Icelandic	isl	icel1247
Icelandic Sign Language	icl	icel1236
Iceve-Maci	bec	icev1238
Ida'an	dbj	idaa1241
Idakho-Isukha-Tiriki	ida	idak1243
Idaté	idt	idat1237
Idere	ide	ider1238
Idesa	ids	ides1238
Idi-Taeme	idi	idii1243
Ido	ido	idoo1234
Idoma	idu	idom1241
Idon	idc	idon1238
Idu	clk	idum1241
Iduna	viv	idun1242
Ifè	ife	ifee1241
Ifo	iff	ifoo1237
Igala	igl	igal1242
Igana	igg	igan1243
Igbo	ibo	nucl1417
Igede	ige	iged1239
Ignaciano	ign	igna1246
Igo	ahl	igoo1238
Iguta	nar	igut1238
Igwe	igw	igwe1238
Iha	ihp	ihaa1241
Iha-based Pidgin	ihb	ihab1241
Ihievbe	ihi	ihie1238
Ija-Zuba	vki	ijaz1238
Ik	ikx	ikkk1242
Ika	ikk	ikaa1238
Ikaranggal	ikr	ikar1243
Ikizu	ikz	ikiz1238
Iko	iki	ikoo1245
Ikobi	meb	ikob1240
Ikoma-Nata	ntk	ikom1245
Ikpana	lgq	logb1245
Ikpeng	txi	ikpe1245
Ikpeshi	ikp	ikpe1243
Ikposo	kpo	ikpo1238
Iku-Gora-Ankwa	ikv	ikug1238
Ikulu	ikl	ikul1238
Ikwere	ikw	ikwe1242
Ila	ilb	ilaa1246
Ile Ape	ila	ilea1237
Ilianen Manobo	mbi	ilia1236
Ili Turki	ili	ilit1241
Ili'uun	ilu	iliu1237
Illyrian	xil	illy1234
Iloko	ilo	ilok1237
Ilongot	ilk	ilon1239
Ilue	ilv	ilue1241
Ilwana	mlk	ilwa1237
Imbabura Highland Quichua	qvi	imba1240
Imbongu	imo	imbo1238
Imeraguen	ime	imer1236
Imonda	imn	imon1245
Imperial Aramaic (700-300 BCE)	arc	impe1235
Impfondo	bok	bonj1234
Imroing	imr	imro1237
Inabaknon	abx	inab1237
Iñapari	inp	inap1242
Inari Saami	smn	inar1241
India Lyngam	lyg	lyng1241
Indian Sign Language	ins	indi1237
Indo-Aryan Kinnauri	kjo	hari1246
Indonesian	ind	indo1316
Indonesian Bajau	bdl	indo1317
Indri	idr	indr1247
Indus Kohistani	mvy	indu1241
Inebu One	oin	ineb1235
Ineseño	inz	ines1240
Ingrian	izh	ingr1248
Ingush	inh	ingu1240
Inku	jat	jaka1245
Inland-Buhi-Daraga Bikol	bhk	alba1269
Inlaod Itneg	iti	inla1260
Inoke-Yate	ino	inok1238
Inonhan	loc	inon1237
Inoric	ior	inor1238
Inpui Naga	nkf	inpu1234
Interglossa	igs	inte1261
Interlingua (International Auxiliary Language Association)	ina	inte1239
Interlingue (Occidental)	ile	inte1260
International Sign	ils	inte1259
Intha-Danu	int	inth1238
Inuit Sign Language	iks	inui1247
Iowa-Oto	iow	iowa1245
Ipalapa Amuzgo	azm	ipal1235
Ipeka-Tapuia	paj	ipek1240
Ipiko	ipo	ipik1244
Ipili	ipi	ipil1240
Ipulo-Olulu	ass	ipul1238
Iquito	iqu	iqui1243
Irántxe-Münkü	irn	iran1263
Iranun	ill	iran1262
Iraqw	irk	iraq1241
Irarutu	irh	irar1238
Iraya	iry	iray1237
Iriga Bicolano	bto	irig1242
Irigwe	iri	irig1241
Irish	gle	iris1253
Irish Sign Language	isg	iris1235
Iron Ossetian	oss	iron1242
Irula of the Nilgiri	iru	irul1243
Isabi	isa	isab1240
I'saka	ksi	kris1246
Isanzu	isn	isan1243
Isarog Agta	agk	isar1235
Isconahua	isc	isco1239
Isebe	igo	iseb1246
Isekiri	its	isek1239
Ishkashimi	isk	ishk1246
Isinai	inn	isin1239
Isirawa	srl	isir1237
Island Carib	crb	isla1278
Isnag	isd	isna1241
Isoko	iso	isok1239
Israeli Sign Language	isr	isra1236
Isthmus-Cosoleacaque Nahuatl	nhk	isth1240
Isthmus-Mecayapan Nahuatl	nhx	isth1242
Isthmus Mixe	mir	isth1238
Isthmus-Pajapan Nahuatl	nhp	isth1241
Isthmus Zapotec	zai	isth1244
Istriot	ist	istr1244
Istro Romanian	ruo	istr1245
Isu (Fako Division)	szv	isuf1235
Isu (Menchum Division)	isu	isum1240
Italian	ita	ital1282
Italian Sign Language	ise	ital1275
Itawit	itv	itaw1240
Itbayat	ivv	ivat1242
Itene	ite	iten1243
Iteri	itr	iter1241
Itik	itx	itik1240
Ito	itw	itoo1242
Itonama	ito	iton1250
Itu Mbon Uzo	itm	itum1245
Itundujia Mixtec	mce	itun1239
Itutang	itu	itut1240
Itutang-Inapang	mzu	inap1241
Itzá	itz	itza1241
Iu Mien	ium	iumi1238
Ivbie North-Okpela-Arhe	atg	ivbi1241
Iwaidja	ibd	iwai1244
I-Wak	iwk	iwak1237
Iwal	kbm	iwal1237
Iwam	iwm	iwam1256
Ixcatec	ixc	ixca1245
Ixcatlán Mazatec	mzi	ixca1246
Ixil	ixl	ixil1251
Ixil, Chajul	ixj	ixil1252
Ixil, Nebaj	ixi	ixil1253
Ixtayutla Mixtec	vmj	ixta1235
Ixtenco Otomi	otz	ixte1237
Iyayu	iya	iyay1238
Iyive	uiv	iyiv1238
Iyo	nca	iyoo1238
Iyojwa'ja Chorote	crt	iyoj1235
Iyo'wujwa Chorote	crq	iyow1239
Izere	izr	izer1241
Izere (Retired)	fiz	izer1243
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238
Izon	ijc	izon1238
Izora	cbo	izor1238
Jaad-Badyara	pbp	bady1239
Jabal Razih	rzh	jaba1234
Jad	jda	jadd1243
Jadgali	jdg	jadg1238
Jahanka	jad	jaha1245
Jah Hut	jah	jahh1242
Jakalteko, Western	jai	jaka1246
Jakartan Sign Language	inl	indo1291
Jakun	jak	jaku1244
Jalaa	cet	cent2045
Jalapa De Díaz Mazatec	maj	jala1237
Jalkunan	bxl	jalk1242
Jamaican Country Sign Language	jcs	jama1256
Jamaican Creole English	jam	jama1262
Jamaican Sign Language	jls	jama1263
Jambi Malay	jax	jamb1236
Jamiltepec Mixtec	mxt	jami1235
Jaminjung-Ngaliwurru	djd	djam1255
Jamsay Dogon	djm	jams1239
Jandavra	jnd	jand1246
Jangkang	djo	jang1257
Jangshung	jna	jang1254
Janji	jni	janj1240
Japanese	jpn	nucl1643
Japanese Sign Language	jsl	japa1238
Japrería	jru	japr1238
Jaqaru	jqr	jaqa1244
Jara	jaf	jara1274
Jarai	jra	jara1266
Jarawa (India)	anq	jara1245
Jarawa (Nigeria)	jar	jara1263
Jaru	ddj	jaru1254
Jaruára	jap	jaru1257
Jauja Wanca Quechua	qxw	jauj1238
Jaunsari	jns	jaun1243
Javanese	jav	java1254
Javindo	jvd	javi1237
Jawe	jaz	jawe1237
Jawoyn	djn	djau1244
Jaya	jyy	jaya1242
Jebero	jeb	jebe1250
Jeh	jeh	jehh1245
Jehai	jhi	jeha1242
Jejueo	jje	jeju1234
Jeli	jek	jeri1242
Jenaama Bozo	bze	jena1242
Jennu Kurumba	xuj	jenn1240
Jere	jer	jere1244
Jerung	jee	jeru1240
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240
Jhankot Sign Language	jhs	jhan1234
Jiamao	jio	jiam1236
Jiba	juo	jiba1237
Jibbali	shv	sheh1240
Jibu	jib	jibu1239
Jicarilla Apache	apj	jica1244
Jiiddu	jii	jiid1238
Jilbe	jie	jilb1238
Jilim	jil	jili1241
Jimi (Cameroon)	jim	jimi1254
Jimi (Nigeria)	jmi	jimi1255
Jina	jia	jina1244
Jingulu	jig	djin1251
Jinyu Chinese	cjy	jiny1235
Jiongnai Bunu	pnu	jion1236
Jirel	jul	jire1238
Jiru	jrr	jiru1238
Jita	jit	jita1239
Jju	kaj	jjuu1238
Joba	job	joba1238
Jofotek-Bromnya	jbr	jofo1235
Jola-Esulalu	csk	jola1262
Jola-Fonyi	dyo	jola1263
Jonkor Bourmataguil	jeu	jonk1238
Jorá	jor	jora1240
Jorto	jrt	jort1240
Jowulu	jow	jowu1238
Ju	juu	juuu1243
Juang	jun	juan1238
Judeo-Berber	jbe	jude1262
Judeo-Georgian	jge	jude1258
Judeo-Iraqi Arabic	yhd	jude1266
Judeo-Italian	itk	jude1255
Judeo-Moroccan Arabic	aju	jude1265
Judeo-Persian	jpr	jude1257
Judeo-Tat	jdt	jude1256
Judeo-Tripolitanian Arabic	yud	jude1264
Judeo-Tunisian Arabic	ajt	jude1263
Judeo-Yemeni Arabic	jye	jude1267
Jukun Takum	jbu	juku1254
Júma	jua	juma1249
Jumjum	jum	jumj1238
Jumla Sign Language	jus	juml1239
Jumli	jml	juml1238
Juquila Mixe	mxq	juqu1238
Juray	juy	jura1242
Jurchen	juc	jurc1239
Jur Modo	bex	jurm1239
Jurúna	jur	juru1256
Jutish	jut	juti1236
Juwal	mwb	juwa1238
Juxtlahuaca Mixtec	vmc	juxt1235
Jwira-Pepesa	jwi	jwir1241
Kaamba	xku	kaam1238
Kaan	ldl	kaan1247
Kaansa	gna	kaan1246
Kaba	ksp	kaba1281
Kabalai	kvf	kaba1292
Kabardian	kbd	kaba1278
Kabatei	xkp	kaba1276
Kabikabi	gbw	kabi1260
Kabixí	xbx	kabi1264
Kabiyé	kbp	kabi1261
Kabola	klz	kabo1247
Kabore One	onk	kabo1248
Kabras	lkb	kabr1240
Kaburi	uka	kabu1249
Kabutra	kbu	kabu1254
Kabuverdianu	kea	kabu1256
Kabwa	cwa	kabw1241
Kabwari	kcw	kabw1242
Kabyle	kab	kaby1243
Kachama-Ganjule-Haro	kcx	kach1284
Kachari	xac	kach1279
Kachchi	kfr	kach1277
Kachi Koli	gjk	kach1272
Kacipo-Balesi	koe	kaci1244
Kaco'	xkk	kaco1239
Kadai	kzd	kada1286
Kadar	kej	kada1242
Kadara	kad	kada1284
Kadaru	kdu	kada1282
Kadiwéu	kbc	kadi1248
Kado	kdv	kado1242
Kaduo	ktp	kadu1253
Kaera	jka	kaer1234
Kafa	kbr	kafa1242
Kafoa	kpu	kafo1240
Kagan Kalagan	kll	kaga1255
Kagate	syw	kaga1252
Kagayanen	cgc	kaga1256
Kagoma	kdm	kago1247
Kagoro	xkg	kago1248
Kagulu	kki	kagu1239
Kahayan	xah	kaha1240
Kahe	hka	kahe1238
Kahua	agw	kahu1241
Kahumamahon Saluan	slb	kahu1242
Kaian	kct	kaia1245
Kaibobo	kzb	kaib1244
Kaidipang	kzp	kaid1239
Kaiep	kbw	kaie1237
Kaikadi	kep	kaik1244
Kaike	kzq	kaik1246
Kaiku	kkq	kaik1247
Kaimbé	xai	kaim1235
Kaimbulawa	zka	kaim1241
Kaingang	kgp	kain1272
Kairak	ckr	kair1267
Kairiru	kxa	kair1263
Kairui-Midiki	krd	kair1265
Kais	kzm	kais1235
Kaivi	kce	kaiv1238
Kaiwá	kgk	kaiw1246
Kaiy	tcq	kaiy1239
Kajakse	ckq	kaja1254
Kajali	xkj	kaja1247
Kajaman	kag	kaja1250
Kajkavian	kjv	kajk1237
Kakabai	kqf	kaka1267
Kakabe	kke	kaka1265
Kakanda	kka	kaka1264
Kakauhua	kbf	kaka1269
Kaki Ae	tbd	kaki1249
Kakihum	kxe	kaki1247
Kako	kkj	kako1242
Kakua	cbv	cacu1241
Kakwa	keo	kakw1240
Kalaallisut	kal	kala1399
Kalaamaya	lkm	kala1401
Kalabakan	kve	kala1391
Kalabari	ijn	kala1381
Kalabra	kzz	kala1256
Kalagan	kqe	kala1388
Kalaktang Monpa	kkf	kala1376
Kala Lagaw Ya	mwp	kala1377
Kalam	kmh	kala1397
Kalamang	kgv	kara1499
Kalamsé	knz	kala1383
Kalanadi	wkl	kala1255
Kalanga	kck	kala1384
Kalao	kly	kala1394
Kalarko	kba	kala1379
Kalasha	kls	kala1372
Kalispel-Pend d'Oreille	fla	kali1308
Kalkoti	xka	kalk1245
Kalkutung	ktg	kalk1246
Kalo Finnish Romani	rmf	kalo1256
Kalou	ywa	kalo1262
Kaluli	bco	kalu1248
Kalumpang	kli	kalu1247
Kam	kdx	kamm1249
Kamakan	vkm	kama1372
Kamang	woi	kama1365
Kamano	kbq	kama1370
Kamantan	kci	kama1358
Kamar	keq	kama1350
Kamara	jmr	kama1357
Kamarian	kzx	kama1362
Kamaru	kgx	kama1364
Kamasa	klp	kama1360
Kamasau	kms	kama1367
Kamas-Koibal	xas	kama1351
Kamayo	kyk	kama1363
Kamayurá	kay	kama1373
Kambaata	ktb	kamb1316
Kamba (Brazil)	xba	kamb1287
Kambaira	kyy	kamb1303
Kamba (Kenya)	kam	kamb1297
Kambera	xbr	kamb1299
Kamberau	irx	kamb1302
Kambiwá	xbw	kamb1239
Kami (Nigeria)	kmi	kami1258
